title,brand,os,ram,cpu,storage,screen size,resolution,cpu speed,model,wireless provider,cellular technology,color,refresh rate,sim count,wireless technology,price,price before promotion,rate,camera,img,website,currancy,url,reviews,width resolution,height resolution
"Samsung Galaxy A15 LTE, Android Smartphone, Dual SIM Mobile Phone, 6GB RAM, 128GB Storage, Blue Black (UAE Version)",SAMSUNG,Android 10.0,6.0,A-Series,128.0,6.5,1080 x 2340,1.8 GHz,Galaxy A15,,,Blue,90 Hz,,,156.8507,,4.3,50MP,https://m.media-amazon.com/images/I/61isHdQ+TDL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.sa/-/en/Samsung-Android-Smartphone-Storage-Version/dp/B0CQ5BMBGN/ref=sr_1_69?dib=eyJ2IjoiMSJ9.WTAqscNusOKcHuUNxYBUmb-MAAwFBixx2a1Muqkzc9GNBjk5tq7DOudX5CoaHBQceDtcUBiDdVOO6uIuGXfgf2hgPT_svWRxkXhvRX86wM_LuJA8M700MWcPtDQFWr-XDd1XrQra87CTnykP58kdT4862lakqL4gLu09xm5mkXStCfGdZIgX1A4KJH6YpTC4mYlZ8XMi0NF6GVuQ-v563FUAXXMZIXzehABCv9v9eCzbqIDEswqWUGglKscIn4uLIlSFouhy2oEc9rMyrN5kLuCvGVLjHcXOJqdvZMFcYBY.JiSNAADdrynEhU6BWcX8mzrM1MgDVXP02TdPoM-lwlw&dib_tag=se&qid=1728793272&s=electronics&sr=1-69,"['Name: NAWAF, Rating: 5.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 9 August 2024, Review: None', 'Name: أبو عامر القرشي, Rating: 5.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 30 May 2024, Review: None', 'Name: محمد طلعت, Rating: 1.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 26 July 2024, Review: None', 'Name: أحمد محمد حسن, Rating: 5.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 9 June 2024, Review: None']",1080.0,2340.0
MOTOROLA G04S XT2421-9 128GB+4GB DS 4G ARABIC SEA GREEN,motorola,Android 14,4.0,Snapdragon,128.0,6.5,,,Moto G04S,Unlocked for All Carriers,4G,Green,,,,90.270374,,5.0,50MP,https://m.media-amazon.com/images/I/71lqAZB2qnL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.sa/-/en/MOTOROLA-XT2421-9-128GB-ARABIC-GREEN/dp/B0D81D2Y3Q/ref=sr_1_65?dib=eyJ2IjoiMSJ9.WTAqscNusOKcHuUNxYBUmb-MAAwFBixx2a1Muqkzc9GNBjk5tq7DOudX5CoaHBQceDtcUBiDdVOO6uIuGXfgf2hgPT_svWRxkXhvRX86wM_LuJA8M700MWcPtDQFWr-XDd1XrQra87CTnykP58kdT4862lakqL4gLu09xm5mkXStCfGdZIgX1A4KJH6YpTC4mYlZ8XMi0NF6GVuQ-v563FUAXXMZIXzehABCv9v9eCzbqIDEswqWUGglKscIn4uLIlSFouhy2oEc9rMyrN5kLuCvGVLjHcXOJqdvZMFcYBY.JiSNAADdrynEhU6BWcX8mzrM1MgDVXP02TdPoM-lwlw&dib_tag=se&qid=1728793272&s=electronics&sr=1-65,"['Name: الخالدي, Rating: 5.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 6 October 2024, Review: None', 'Name: Hazar Ismail, Rating: 5.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 9 September 2024, Review: None', 'Name: Nipuna Dissanayake, Rating: 5.0 out of 5 stars, Date: Reviewed in Saudi Arabia on 8 August 2024, Review: None']",,
Apple iPhone 15 Pro Max (256 GB) - Natural Titanium,Apple,iOS 15,8.0,A13,256.0,6.7,2436 x 1125,2.5 GHz,,Unlocked for All Carriers,4G,,,,,1334.8594,,4.6,,https://m.media-amazon.com/images/I/815a51g1AnL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-Pro-Max-256/dp/B0CHX68YG9/ref=sr_1_208?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-208,[],2436.0,1125.0
"realme C21Y Dual Sim 64GB 4GB RAM, 4G Lte Phone 6.5in, Black)",realme,Android 10.0,4.0,Snapdragon,4.0,6.5,720 x 1600,,,Unlocked for All Carriers,4G,Black,60 Hz,,,129.7594,,4.3,,https://m.media-amazon.com/images/I/61jAfCRJq2L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/realme-C21Y-Phone-6-5in-Black/dp/B09FGZDDF1/ref=sr_1_193?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-193,"['Name: Bassem Dolf Faleh, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 14 February 2024, Review: None', 'Name: Doaa, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 23 September 2022, Review: None', 'Name: Mohamed, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 1 February 2022, Review: None', 'Name: Mohamed A., Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 24 July 2023, Review: None']",720.0,1600.0
NOKIA G10 TA-1334 DS 4/64 NENA2 BLUE,Nokia,Android 11.0,4.0,A10,32.0,6.5,720 x 1600,,Nokia G10 Blue,Unlocked,,Blue,60 Hz,,,129.7594,,4.0,,https://m.media-amazon.com/images/I/61Ygl-xCp3L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/NOKIA-G10-TA-1334-NENA2-BLUE/dp/B09HSSTMRZ/ref=sr_1_198?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-198,"['Name: motaz faied, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 22 September 2022, Review: None', 'Name: user-M1HDDT1, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 13 October 2022, Review: None']",720.0,1600.0
OPPO A55 Dual SIM 4GB RAM+128GB ROM (6.5 Inches) (4G) - (Rainbow Blue) (GLOBAL VERSION),OPPO,Android 11.0,4.0,Snapdragon,128.0,6.7,,2 GHz,Oppo A55,China Mobile,,Blue,60 Hz,,,,,4.0,,https://m.media-amazon.com/images/I/619NisKmiuL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/OPPO-A55-Dual-128GB-Inches/dp/B09M46BZ72/ref=sr_1_121?dib=eyJ2IjoiMSJ9.Bz6zAypCSbmG9Smz4h13QlHX1Ys4ljyGJQOXPDggQHpzF8rkLpQiLrS6Bl0bt3j_jrBM1Vc446Rp4JVS7l52SBqW3qi4IWDCAT_LZ36gOqQ9deMf3CuQ0QDqJ1kNJ8l3HbdNuQbLSY6azSV-ZO7uuNAatXOeZ8CEu2B4v35u7qr7FotcTtPHBDBid3frDEtsTmmbPS4XYD6bAZgHJNDQR6X0EqpJ3_91KtMy5ePKwPZTPSFCxFtHTNeD7TioHW6bqDMeJYuO_Y7Eg3ly_uRsVOPThyqltK-SCeR0YusC5jU.Z4RO3TBvQN_T5TlH8HDEGSDomYptx1hz5mCXdy80Y90&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-121,"['Name: ايمان س., Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 5 July 2024, Review: None', 'Name: Yasmine, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 26 September 2023, Review: None', 'Name: user-M3KPYW, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 18 January 2023, Review: None', 'Name: اشرف أحمد, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 22 September 2023, Review: None', 'Name: negm m., Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 11 August 2022, Review: None', 'Name: Mohamed, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 22 January 2023, Review: None', 'Name: Ahmed Zekø, Rating: 2.0 out of 5 stars, Date: Reviewed in Egypt on 6 November 2023, Review: None']",,
"Xiaomi Redmi Note 12 Dual SIM, 8GB RAM, 128GB ROM, 4G LTE - Sunrise Gold",Xiaomi,Android,8.0,Snapdragon,128.0,6.67,1080 x 2400,2.8 GHz,Note 12,,,Gold,120 Hz,,,129.7594,,4.3,,https://m.media-amazon.com/images/I/5159d9T7rqL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-Note-Dual-128GB/dp/B0CC9RTBZ1/ref=sr_1_211?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-211,"['Name: مى جمال محمد السباعي, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 2 September 2023, Review: None']",1080.0,2400.0
"Xiaomi Redmi 9A Dual SIM Mobile Phone, 13 MP Camera, 6.53 Inch Touch Screen, 2 GB RAM, 32 GB, 4G LTE - Granite Grey",Xiaomi,Android 10.0,2.0,Snapdragon,32.0,6.53,1280 x 720,2 GHz,Redmi 9A,,,Red,60 Hz,,,129.7594,,4.0,,https://m.media-amazon.com/images/I/41Ty2FvotwS._AC_SL1024_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-Mobile-Camera-Screen/dp/B08CGXVPXW/ref=sr_1_207?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-207,"['Name: ahmed abo abdallah, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 14 May 2024, Review: None', 'Name: user-MK5LW6, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 17 December 2022, Review: None', 'Name: نور الصباح, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 2 December 2022, Review: None', 'Name: Mohamed gaber, Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 29 November 2023, Review: None', 'Name: Khaled, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 21 November 2021, Review: None', 'Name: منتج جيد, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 29 July 2024, Review: None', 'Name: Mahmoudoxox, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 27 March 2022, Review: None', 'Name: ahmed sami, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 25 June 2023, Review: None']",1280.0,720.0
Apple iPhone 13 with FaceTime (128GB) - Pink,Apple,iOS 15,4.0,,128.0,6.1,2560 x 1440,,Apple iPhone 13 with FaceTime,Unlocked,2G,Pink,60 Hz,,,,,4.4,12MP,https://m.media-amazon.com/images/I/61l9ppRIiqL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Apple-iPhone-13-FaceTime-128GB/dp/B09G9DRY58/ref=sr_1_196?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-196,"['Name: Esraa esmail, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 1 August 2024, Review: None', 'Name: Adel omar, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 29 July 2024, Review: None', 'Name: Yasser, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 5 February 2024, Review: None', 'Name: Osama Zain Hamza, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 28 September 2022, Review: None', 'Name: Hebatullah, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 17 February 2022, Review: None']",2560.0,1440.0
Nokia Bp-4l - E72,Nokia,,,,,,,,,,,red,,,,,,5.0,,https://m.media-amazon.com/images/I/61GHG2jKtDL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Nokia-Bp-4l-E72/dp/B091HT9RVB/ref=sr_1_214?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-214,"['Name: Salwa, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 15 April 2022, Review: None']",,
"Realme c30, 2gb ram, 32gb rom -bamboo green",realme,Android 10.0,2.0,Snapdragon,2.0,6.4,1080 x 2280,1.8 GHz,6941399099302,,,Green,60 Hz,,,,,3.0,,https://m.media-amazon.com/images/I/4141kqU+58L._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Realme-c30-32gb-bamboo-green/dp/B0BTTTZNGL/ref=sr_1_200?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-200,[],1080.0,2280.0
"Xiaomi Redmi 10C 4G (Graphite Gray, 4GB RAM, 128 GB Storage) 50mp with 5mp Rare Camera",Xiaomi,MIUI 13,4.0,Snapdragon,4.0,6.71,720 x 1600,2.4 GHz,Redmi 10C,,,Graphite,60 Hz,,,,,4.0,,https://m.media-amazon.com/images/I/61uD1rfyfoL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-10C-Graphite-Storage-Camera/dp/B09X7G5SDP/ref=sr_1_210?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-210,"['Name: Sherif Fouad Gad, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 16 December 2023, Review: None', 'Name: الاداره العامه, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 27 February 2023, Review: None', 'Name: محمد حسين محمد, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 27 November 2023, Review: None', 'Name: Sameh A., Rating: 1.0 out of 5 stars, Date: Reviewed in Egypt on 16 November 2023, Review: None', 'Name: Sherif, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 31 October 2023, Review: None', 'Name: محمود فاروق احمد, Rating: 3.0 out of 5 stars, Date: Reviewed in Egypt on 19 February 2023, Review: None', 'Name: نفين, Rating: 4.0 out of 5 stars, Date: Reviewed in Egypt on 29 May 2022, Review: None', 'Name: Ahmed Ezz, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 20 January 2023, Review: None']",720.0,1600.0
"Samsung Galaxy Z Flip5 Folding Phone, 8GB RAM, 512GB Storage, Extended Battery Life, Flip Design, Graphite (UAE Version)",SAMSUNG,Android 10.0,8.0,Snapdragon,512.0,6.7,,,Galaxy Z Flip5,Unlocked for All Carriers,,Graphite,,,,,,4.0,,https://m.media-amazon.com/images/I/61ZbxMHBmGL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Samsung-Folding-Storage-Extended-Graphite/dp/B0CC9YSYQB/ref=sr_1_203?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-203,"['Name: K, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 24 August 2024, Review: None']",,
"Xiaomi Redmi Note 11 Pro 4G Volte 64GB, 6GB 6.67"" 108MP Camera Night Mode Star Blue",Xiaomi,Android 11.0,6.0,Snapdragon,64.0,6.0,2400 x 1080,2.05 GHz,Redmi Note 11 Pro,Unlocked,,Blue,,,,,,3.6,108MP,https://m.media-amazon.com/images/I/61sHtquTTwL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-Volte-108MP-Camera/dp/B09W64J1JZ/ref=sr_1_199?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-199,[],2400.0,1080.0
"Xiaomi Redmi Note 11 Pro 4G Volte 128GB, 8GB 108MP Camera Night Mode Phone (Polar White, 6.67In), Bluetooth",Xiaomi,Android 10.0,8.0,Snapdragon,8.0,6.67,1080 x 2400,2.5 GHz,Redmi Note 11 Pro,,,Blue,144 Hz,,,,,4.4,,https://m.media-amazon.com/images/I/61vIV+riREL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-Redmi-Note-11-Pro/dp/B09Y9G2ZRY/ref=sr_1_212?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-212,"['Name: AX, Rating: 2.0 out of 5 stars, Date: Reviewed in Egypt on 30 November 2023, Review: None', 'Name: Hamza Mahmoud, Rating: 5.0 out of 5 stars, Date: Reviewed in Egypt on 12 January 2024, Review: None']",1080.0,2400.0
"Xiaomi POCO C40 Dual SIM, *6.71 Inches, 4GB RAM, 64GB ROM, 4G LTE - Power Black",Xiaomi,Android 11.0,4.0,Snapdragon,4.0,6.71,1080 x 2160,,Mi POCO C40,Unlocked for All Carriers,,Black,60 Hz,,,,,4.4,,https://m.media-amazon.com/images/I/61i8tjGQD8L._AC_SL1000_.jpg,Amazon EG,USD,https://www.amazon.eg/-/en/Xiaomi-POCO-Dual-6-71-Inches/dp/B0B7879L5M/ref=sr_1_209?dib=eyJ2IjoiMSJ9.QKSNzD0tBw1Mt4V21bh8pW9_DMpiHYhUVlxxVtd-I3ihA2lFSe8RU9Ed2VYKTzSxAFbjq7_z8tkwgueNY00YdSAmQYz3licRtzeyJu4y8gvIKIOywn1e3BfBVoaksjVzrTBV1rzpIF0T8hISfbU1Q6CksLyrL-3eACTUXuvGhvnapoeCxM-kcTIrCMn-jj1RaO-5vzWHTAg6j2GIfrDuaW3mb3t5tVvqSgcg6YojpNfDZlOG9XcwY9Wv-2MJraj_F6aMKYhJ5XdjTW7Rw2CEwUtJEAqCvQLzKIaU8U-VUw0.X0fTz36WkhviwefDwTv9ZbdHJics_BfWOAYKBHY9GJ0&dib_tag=se&qid=1728792214&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C46655%7C559198%7C568349%7C723042&s=electronics&sr=1-209,[],1080.0,2160.0
